D.O. (mg/l),Temp,PH,Turbidity (NTU),CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),TOTAL COLIFORM (MPN/100ml)Mean,label
7.6,22.15,8.3,241,72,88,2.8,90,1
4.4,22.14,8.3,241,1300,0.9,0.4,69,1
5.9,22.14,8.3,241,461,0.8,0.3,740,1
6,22.15,8.3,241,69,1.1,0.4,100,1
5.6,22.15,8.3,241,241,1,0.4,169,1
6.2,22.13,8.3,241,159,2.3,0.4,99,1
7.2,22.12,8.3,241,170,2.3,0.3,51,1
7.2,22.11,8.3,241,2039,1.8,0.2,68,1
7.5,22.1,8.3,241,640,7.7,0,641,1
5.3,22.08,8.3,241,1090,1.7,0.1,495,1
7.2,22.06,8.3,241,705,1.6,0.1,520,1
7.5,22.06,8.3,241,1375,2.3,0.9,654,1
7.8,22.07,8.3,241,745,3.3,0.2,1325,1
6.7,22.04,8.3,241,975,2.5,0.4,2225,1
7.3,22.04,8.3,241,1385,1.8,0.3,1725,1
7.4,22.01,8.3,240,1067,2,0.5,1127,1
7.2,21.99,8.3,240,970,1.9,0.1,646,1
7.3,21.97,8.3,240,1418,2,0.1,538,1
7.3,21.96,8.3,240,1015,2.6,0,900,1
6.6,21.97,8.3,240,854,1.8,0,5425,1
7.3,21.98,8.3,240,370,1.6,0.8,1150,1
7.7,21.98,8.3,240,376,2.1,0.7,370,1
7.6,21.96,8.31,240,354,2.4,0.4,585,1
6.2,21.96,8.31,240,344,1.9,0.2,2978,1
7.4,21.94,8.31,240,694,1.7,0.2,687,1
7.5,21.93,8.31,240,401,1.9,0.5,1588,1
7.1,21.9,8.31,240,106,1.9,0.4,610,1
7.3,21.9,8.31,240,326,2,0.2,11000,1
7.3,21.87,8.31,240,592,33.9,0.3,960,1
1.5,21.85,8.31,240,119,17,0.4,208,1
3.9,21.87,8.31,240,120,57.2,0.1,775,1
1,21.89,8.31,240,82,61.1,0.4,1650,1
0.9,21.87,8.31,239,111,1.9,0.6,1412,1
7.2,21.86,8.31,239,831,1.6,0,148,1
7.7,21.84,8.31,239,56,2.2,0.4,218,1
7.3,21.84,8.31,239,66,45.7,0.6,465,1
1.2,21.85,8.31,239,74,23.5,0.2,1725,1
3.2,21.84,8.31,239,1350,6.9,0.3,913,1
7.2,21.84,8.31,239,274,2.1,0,1000,1
7.2,21.82,8.31,239,67,1.9,0.9,1390,1
7.5,21.83,8.31,239,82,1.9,2.4,2025,1
7.6,21.84,8.31,239,55,1.4,0.5,675,1
7.1,21.82,8.31,239,57,1.5,0.7,1725,1
7.2,21.79,8.31,239,114,1.6,3.4,465,1
6.9,21.76,8.31,239,56,1.4,2,1303,1
6.8,21.74,8.31,239,105,2.1,0,985,1
6.2,21.72,8.31,239,51,4.1,0,1163,1
6.4,21.72,8.31,239,50,4.2,0.8,575,1
7.3,21.76,8.31,239,66,1.8,0.6,838,1
5.3,21.73,8.3,238,65,103.8,1,2725,1
4.3,21.73,8.3,238,345,1.5,0.9,2650,1
6.8,21.72,8.3,238,506,0.7,0.1,1630,1
5,21.7,8.3,238,66,0.4,0.1,2675,1
3,21.7,8.3,238,62,7.2,0.4,233,1
6.7,21.7,8.3,238,61,2.9,0.6,660,1
5.6,21.67,8.3,238,124,0.8,0.2,2210,1
5.5,21.67,8.3,238,65,1.5,0.2,1700,1
5.5,21.68,8.3,238,64,1.5,0.2,528,1
5.3,21.66,8.3,238,65,1.2,0.1,312,1
6,21.67,8.3,238,269,1,0.2,185,1
5.7,21.67,8.3,237,275,1.1,0.1,1255,1
6.4,21.65,8.3,237,186,2,0.1,420,1
6.2,21.63,8.3,237,201,1.8,0.1,409,1
6.1,21.6,8.3,237,165,1.1,0.2,6858,1
7,21.59,8.3,237,158,1,0.2,14725,1
6.6,21.56,8.3,237,210,2,0.9,2743,1
7,21.53,8.3,237,693,1.5,4.3,6692,1
6.3,21.52,8.3,237,1676,1.2,3.6,6617,1
6.7,21.51,8.3,237,506,1,5,4569,1
7.1,21.53,8.3,237,1863,1.3,5.9,739,1
6.7,21.51,8.3,237,24300,0.9,6.1,2872,1
7.2,21.48,8.3,237,817,2,6.1,1850,1
7.1,21.44,8.29,236,41,3.3,0.4,41500,1
6.9,21.45,8.29,236,209,3.3,0.3,8975,1
7.2,21.45,8.29,236,123,3.7,0.4,52500,1
6.9,21.44,8.29,236,182,3.5,0,17625,1
6.9,21.45,8.29,236,100,4.3,1.2,14500,1
6.4,21.41,8.29,236,111,2.7,0.7,40250,1
6.3,21.39,8.29,236,140,3.6,0.4,42875,1
6.7,21.39,8.29,236,44,4.4,0.8,8025,1
6.3,21.4,8.29,236,43,5,0.7,63500,1
5.9,21.4,8.29,236,64,3.2,3.8,60000,1
7.3,21.38,8.29,236,62,30.5,4.1,35000,1
7.1,21.4,8.29,236,83,38,2.6,62,1
7.1,21.39,8.29,236,76,3.2,2.5,20,1
7.2,21.41,8.29,236,107,3.3,4.3,16,1
7,21.42,8.29,236,89,3.4,1.1,20,1
7.1,21.39,8.28,235,79,3.6,2.5,20,1
6.8,21.37,8.28,235,142,3.7,2.8,166,1
6.8,21.37,8.28,235,424,3.3,2.5,23,1
6.7,21.35,8.28,235,40,3.9,2.8,10,1
6.8,21.35,8.28,235,40,3.8,2.1,10,1
6.8,21.32,8.28,235,63,3.5,4.7,5,1
6.8,21.32,8.28,235,227,3.6,2.4,74,1
7,21.31,8.28,235,68,3.5,2,63,1
6.9,21.31,8.28,235,121,3.5,3.7,175,1
7,21.32,8.28,235,112,3.3,5.1,42,1
7.2,21.29,8.28,235,103,3.3,3.4,113,1
7.2,21.26,8.28,235,104,2.8,2.9,23,1
6.9,21.25,8.28,235,1003,3.3,3.5,5,1
6.7,21.24,8.28,235,408,2.9,5.6,10,1
7.3,21.24,8.28,235,105,1.7,3.3,75,1
6.4,21.23,8.28,235,209,1.7,3,140,1
6,21.24,8.28,235,13768,1.3,16.9,10,1
6.3,21.25,8.28,235,86,1.6,10.5,95,1
6.5,21.26,8.27,235,6487,1.2,20.3,37,1
6.7,21.27,8.27,234,999,1.5,19.6,8,1
7,21.25,8.27,234,125,0.8,3.7,202,1
6.7,21.24,8.27,234,127,0.7,3,33,1
6.9,21.24,8.27,234,5300,0.9,2,20,1
6.7,21.23,8.27,234,127,1.2,15.6,18,1
5.6,21.21,8.27,234,126,0.8,10.3,23,1
7.3,21.2,8.27,234,126,0.8,4.5,1075,1
6.9,21.17,8.27,234,112,0.6,2.4,682,1
7.1,21.19,8.27,234,9590,1.3,3.3,10,1
7.2,21.19,8.27,234,174,2.3,3.8,10,1
3.4,21.17,8.27,234,2572,0.9,0.1,25,1
6.4,21.13,8.27,234,7207,2,0.1,78,1
6.2,21.14,8.27,234,167,1.6,0.2,10,1
6.6,21.14,8.27,234,173,1.7,0,15,1
6.8,21.13,8.27,234,168,2.2,0.5,53,1
2.9,21.11,8.26,234,131,2,1.9,35,1
6.7,21.14,8.26,234,132,2.6,1,10,1
3.6,21.12,8.26,234,119,1.3,8,23,1
6.1,21.12,8.26,234,159,0.5,6,359,1
6.9,21.12,8.26,234,141,1.1,1,47,1
7,21.11,8.26,233,132,13.2,7,2633,1
3.1,21.1,8.26,233,76,0.5,1,409,1
7,21.07,8.26,233,85,1.8,1.23,461,1
6.1,21.04,8.26,233,69,2.1,11,12,1
6,21.03,8.26,233,76,2.8,0,18,1
6.3,21.05,8.26,233,60,0.9,0.87,37,1
6.9,21.06,8.26,233,3544,1.5,0,29,1
5.9,21.03,8.26,233,51,1.4,0,340,1
7.8,21.03,8.26,233,107,1,1,528,1
7.1,21.03,8.26,233,173,0.9,0,648,1
6.3,20.97,8.25,233,62,1.6,0.08,350,1
5.9,20.97,8.25,233,120,0.6,0.1,4,1
6.8,20.98,8.25,233,7448,1.3,0.06,7500,1
6.3,20.97,8.25,233,77,1,0.06,15000,1
6.4,20.96,8.25,233,72,0.6,0.09,23000,1
6.6,20.96,8.25,233,305,0.5,0.14,108,1
6.9,20.96,8.25,232,86,1.7,0.49,6581,1
6,20.94,8.25,232,79,0.7,0.66,330,1
6.1,20.95,8.25,232,32790,0.7,0.06,9575,1
4.5,20.97,8.25,232,2905,0.6,0.17,53,1
4.2,20.96,8.25,232,112,2.2,0.12,98,1
6,20.96,8.24,232,51,1,0.22,140,1
7.3,20.96,8.24,232,1416,1.6,0.06,153,1
6.3,20.93,8.24,232,30,1.4,0.16,117,1
6.4,20.91,8.24,232,59,2.2,0.19,123,1
5.9,20.9,8.24,232,61,1.7,0.14,173,1
4.6,20.87,8.24,232,105,2,0.35,139,1
6.5,20.87,8.24,232,502,1.4,0.34,160,1
6.5,20.88,8.24,232,14662,1.2,0.07,141,1
6.4,20.89,8.24,232,49,1.2,0.08,136,1
6,20.9,8.23,232,380,2.8,0.21,119,1
5.3,20.88,8.23,232,67,1.8,0.08,157,1
3.6,20.88,8.23,232,51,1.8,0.13,173,1
6.9,20.85,8.23,232,69,1.5,1,145,1
6,20.83,8.23,232,75,1.6,1,107,1
4.9,20.81,8.23,232,113,1.4,0.57,187,1
6.3,20.82,8.23,232,79,1.1,0.75,517,1
6.6,20.83,8.23,232,57,0.8,2.89,17,1
6.1,20.84,8.22,231,2315,0.6,1.86,350,1
5.8,20.81,8.22,231,18569,0.9,1.79,69,1
6.1,20.82,8.22,231,45,2.3,1,582,1
7.3,20.8,8.22,231,42,2.4,1.5,728,1
7.6,20.81,8.22,231,92,1,1.78,253,1
6.5,20.78,8.22,231,59,1,1,659,1
6.5,20.76,8.21,231,1190,1.4,4.4,1767,1
7.5,20.74,8.21,231,69,2.3,1,75,1
7.6,20.71,8.21,231,5569,1.2,1,820,1
7.3,20.7,8.21,231,34,1.4,1,381,1
7.5,20.72,8.21,231,44,2.9,1.89,212,1
7.3,20.7,8.21,231,49,2.3,0.63,361,1
7.4,20.67,8.21,231,3272,2,4.57,261,1
6.9,20.69,8.2,231,65,1.8,2.26,318,1
7,20.67,8.2,231,4650,1.3,4.22,217,1
7.2,20.64,8.2,231,42,1.2,4.78,109,1
7.3,20.64,8.2,231,45,1,4.25,101,1
8,20.59,8.19,231,99,4,1,113,1
8,20.58,8.19,231,22131,5,1,113,1
7,20.57,8.19,231,66,4,0.75,90,1
7,20.57,8.19,230,67,1.7,0.6,92,1
6.7,20.59,8.19,230,9107,3.1,0.9,86,1
7.2,20.58,8.18,230,18931,3.3,1,83,1
6.3,20.57,8.18,230,46,5.4,3,592,1
6.6,20.59,8.17,230,432,3.5,2,359,1
7.1,20.6,8.17,230,328,3.5,0.62,243,1
7.3,20.57,8.16,230,674,5.2,0.57,71,1
6.1,20.56,8.16,230,164,3.2,0.55,74,1
6.9,20.55,8.16,230,122,9.4,0.34,64,1
6.8,20.55,8.16,230,95,3.9,0.37,4613,1
6,20.56,8.15,230,56,3.3,0.35,3483,1
6.5,20.53,8.15,230,237,164.9,0.46,617,1
5.5,20.47,8.14,230,202,23.8,0.31,2193,1
4.7,20.46,8.13,230,232,11.3,0.29,3080,1
5.3,20.45,8.13,230,246,23.5,0.5,17500,1
4.9,20.43,8.13,230,3960,13,0.11,913,1
5.3,20.42,8.12,230,28222,16.5,1.11,935,1
4.9,20.43,8.12,230,201,24.8,0.25,430,1
4.4,20.43,8.12,230,221,20.3,0.77,4823,1
5.1,20.44,8.11,230,401,24.3,0.29,1455,1
4.6,20.45,8.1,229,1886,26,0.2,900,1
4,20.43,8.1,229,742,21.5,1.28,650,1
4.4,20.45,8.09,229,149,13,0.39,1485,1
5,20.42,8.08,229,98,18,0.54,900,1
4.8,20.4,8.07,229,260,1.3,0.18,800,1
7.1,20.42,8.06,229,71,1.4,4.41,900,1
7.1,20.42,8.06,229,65,1.6,0.32,198,1
6.6,20.42,8.05,229,607,16.3,0.58,373,1
4.9,20.43,8.05,229,446,1,0.28,250,1
4.9,20.41,8.04,229,94,0.8,0.37,1600,1
5.5,20.42,8.04,229,451,1.1,0.72,2225,1
5.5,20.43,8.03,229,169,1.7,0.52,2180,1
5,20.44,8.03,229,187,1.1,0.3,6505,1
5.6,20.42,8.02,229,2577,2.1,0.14,1088,1
7.2,20.44,8.01,229,636,2.2,0.23,685,1
7.2,20.41,8.01,229,1088,1.8,0.45,535,1
7.6,20.41,8,229,689,2.2,0.4,433,1
7.1,20.41,8,229,1267,7.8,0.88,303,1
5.2,20.39,8,229,852,1.3,0.31,385,1
7.3,20.4,7.99,229,977,1.2,0.46,713,1
7.6,20.39,7.99,229,1256,1.8,0.35,788,1
8,20.4,7.98,229,1021,1.4,0.39,803,1
7.9,20.4,7.98,229,971,1.9,0.17,2300,1
7.4,20.39,7.97,229,1284,1.6,0.27,2650,1
7.7,20.38,7.97,229,1096,3.2,0.39,520,1
6.8,20.35,7.97,229,1002,3.8,0.18,183,1
7.1,20.34,7.96,229,910,1.6,0.56,418,1
7.8,20.3,7.96,229,930,2,1.04,278,1
7.3,20.25,7.95,229,960,1.7,1.04,195,1
7.4,20.22,7.94,229,295,2.7,0.68,1400,1
6.5,20.2,7.94,229,293,1.5,0.27,354,1
7.5,20.17,7.94,228,316,3.1,0.32,357,1
5.8,20.18,7.93,228,274,1.4,0.23,185,1
6.9,20.18,7.93,228,407,1.9,0.62,460,1
7.8,20.19,7.92,228,603,2.3,0.28,5850,1
6.6,20.17,7.92,228,138,1.7,1,4450,1
7.6,20.15,7.92,228,625,1.4,1,1985,1
7.8,20.13,7.91,228,305,1.6,1,2425,1
7.7,20.14,7.91,228,552,1.8,0,2675,1
7.1,20.13,7.91,228,402,1.6,0.79,1823,1
7.4,20.1,7.9,228,99,1.6,0.95,2098,1
7.5,20.1,7.9,228,102,21.8,0,1510,1
7.2,20.07,7.88,228,52,1.2,1,118,1
7.9,20.06,7.88,228,64,2.2,3,148,1
6.9,20.04,7.87,228,46,34.2,1,374,1
1.9,20.05,7.87,228,53,15.5,0.85,157,1
4.5,20.02,7.87,228,55,6.7,1,144,1
7.2,19.99,7.86,228,1074,2.1,1,128,1
7.5,19.98,7.86,228,237,1.9,1,196,1
7.1,19.95,7.86,228,50,1.8,0,379,1
7,19.95,7.85,228,71,1.9,0,140,1
7.2,19.92,7.85,228,91,1.8,0.89,170,1
6.5,19.92,7.84,228,49,1.7,2.66,500,1
6.6,19.91,7.84,228,99,4.8,1.58,280,1
6.2,19.86,7.82,228,66,17.9,2.54,7500,1
2.2,19.84,7.82,228,53,32.3,1.59,46250,1
2,19.84,7.82,228,47,6.2,2.26,9500,1
2.4,19.84,7.81,228,128,2.1,1,57500,1
5.9,19.82,7.81,228,54,1.3,1,12,1
6.1,19.79,7.81,228,69,1.3,1,8,1
5.5,19.76,7.8,228,58,1.5,1,48750,1
5.4,19.73,7.8,228,401,5.3,1,5000,1
5.8,19.71,7.8,228,202,1.5,0,47500,1
5.9,19.7,7.79,227,303,1.3,0,21750,1
6.4,19.68,7.79,227,394,1.3,1.5,49250,1
6.2,19.69,7.79,227,55,1.5,4,46500,1
6.1,19.69,7.78,227,55,0.7,1,10500,1
7.3,19.71,7.78,227,52,1.5,1,42750,1
6.8,19.72,7.78,227,306,2.3,0,31500,1
7.4,19.72,7.77,227,196,1.6,0.88,9,1
7,19.7,7.77,227,107,1.6,0.56,32,1
6.3,19.68,7.77,227,82,0.8,1.59,29,1
7.1,19.66,7.76,227,189,1.2,0.55,25,1
7.3,19.67,7.76,227,197,1,2,165,1
6.7,19.67,7.76,227,158,1.3,3,22,1
7.4,19.65,7.75,227,161,2.4,1.5,91,1
6.1,19.64,7.75,227,167,1.6,4,636,0
5.9,19.64,7.74,227,183,4.8,4,531,0
2.4,19.62,7.74,227,151,1.8,4,136,0
4,19.62,7.74,227,319,1.6,3,211,0
5.4,19.63,7.73,227,894,1.4,4,488,0
5.3,19.64,7.73,227,1835,0.8,5,60,0
7,19.63,7.73,227,3165,2.1,6,2900,0
5.9,19.64,7.72,227,1500,1.7,4,323,0
7.1,19.61,7.72,227,52,3.3,5,360,0
6.9,19.61,7.72,227,408,3.2,4,242,0
6.6,19.61,7.71,227,143,3.6,3,97,0
6.6,19.62,7.71,227,60,3.4,4,45,0
6.8,19.61,7.71,227,34,8.4,0,205,0
4.8,19.6,7.71,227,125,4.2,0,390,0
6.4,19.58,7.7,227,175,3,0,592,0
6.8,19.59,7.7,227,39,4.6,0,686,0
6.7,19.6,7.7,227,39,9.5,0,12,0
5.8,19.57,7.69,227,61,3.1,0,37,0
6.9,19.54,7.69,227,71,55.5,0,902,0
4.9,19.51,7.69,226,129,2.7,0,698,0
6.9,19.5,7.68,226,503,3,0,1800,0
6.8,19.51,7.68,226,31,2.9,0,1800,0
6.7,19.5,7.68,226,70,4.5,0,1075,0
5.6,19.51,7.67,226,69,3,0,947,0
6.5,19.49,7.67,226,118,3,0,1800,0
7.1,19.47,7.67,226,80,3.1,0,607,0
6.4,19.48,7.66,226,250,2.9,0,12,0
6.9,19.45,7.66,226,74,2.9,1,28666,0
7,19.42,7.66,226,44,3.7,1,21333,0
6.4,19.41,7.66,226,195,2.8,2.56,25000,0
6.9,19.41,7.65,226,207,3.5,3.2,85,0
6.3,19.37,7.65,226,40,3.4,1.5,23625,0
6.5,19.35,7.65,226,41,4.7,2,15425,0
6.3,19.35,7.64,226,54,4,2,1366,0
6.5,19.32,7.64,226,44,3.5,3.38,21500,0
7,19.3,7.64,226,60,2.9,1,148,0
7,19.28,7.63,226,99,3.3,3,114,0
6.8,19.29,7.63,226,123,3.2,3,17,0
6.4,19.26,7.63,226,220,3,2.33,5,0
6.7,19.27,7.63,226,219,2.9,4.56,17,0
6.7,19.23,7.62,226,5429,3.5,1.77,8,0
6.6,19.22,7.62,226,493,2.4,2.66,130,0
7,19.23,7.62,226,100,2.9,3.3,70,0
6.8,19.21,7.61,226,316,2.3,2.44,17,0
6.9,19.21,7.61,226,37227,0.8,3.56,46,0
7,19.17,7.61,226,84,1.1,2.21,8,0
6.6,19.15,7.61,226,21254,0.7,4.9,13,0
6.6,19.13,7.6,226,312,0.8,2.66,10,0
6.2,19.13,7.6,225,146,1,2.99,48,0
7.1,19.09,7.6,225,127,1.1,4,175,0
7,19.06,7.59,225,432,1.1,3,1754,0
6.7,19.07,7.59,225,126,1,2,162,0
6.2,19.06,7.59,225,128,0.9,3.32,206,0
7.1,19.05,7.59,225,129,1.2,2.58,126,0
6.3,19.06,7.58,225,129,0.6,3.3,800,0
7.3,19.03,7.58,225,153,0.9,2.25,309,0
7,19.01,7.58,225,10165,0.8,19,280,0
6.8,19.02,7.58,225,307,0.7,15,143,0
7.4,18.99,7.57,225,322,3.4,18.2,257,0
1.7,18.96,7.57,225,5835,1.4,15.4,199,0
6.1,18.96,7.57,225,9245,0.8,3.04,56,0
6.6,18.94,7.57,225,1907,0.8,3.55,1536,0
6.6,18.92,7.56,225,1896,1.2,3.48,512,0
6,18.94,7.56,225,206,1,17.9,127,0
6.6,18.91,7.56,225,239,4.1,11,375,0
0.6,18.91,7.56,225,152,2,5.56,345,0
1.8,18.92,7.55,225,146,1,3.02,690,0
7.1,18.91,7.55,225,137,2.5,1,1487,0
3.9,18.87,7.55,225,228,1.1,1,703,0
6.6,18.84,7.55,225,409,0.8,0.95,715,0
7,18.83,7.55,225,263,0.7,0.99,445,0
7.3,18.83,7.54,225,338,21.2,0,1025,0
0.5,18.81,7.54,225,79,0.9,1,679,0
7,18.79,7.54,225,67,1.1,1.55,59417,0
6.1,18.8,7.54,225,59,1.3,0.08,1083,0
7,18.8,7.53,225,66,1.5,0.18,603,0
5.2,18.76,7.53,225,67,1.1,0.38,1400,0
6.1,18.75,7.53,224,5341,1.8,0.86,485,0
6.5,18.75,7.53,224,89,1.1,3.44,1113,0
7.9,18.76,7.52,224,136,0.9,1.31,434,0
7.5,18.75,7.52,224,212,1,0.08,890,0
7,18.73,7.52,224,134,0.9,0.17,1425,0
7.3,18.72,7.52,224,76,1.6,0.09,493,0
7.5,18.73,7.52,224,11041,1.7,0.08,2150,0
6.8,18.71,7.51,224,75,0.9,0.17,505,0
5.8,18.68,7.51,224,61,0.8,0.14,1450,0
7.1,18.66,7.51,224,769,0.7,0.1,650,0
6.8,18.63,7.51,224,14083,1.5,0.06,180,0
5.7,18.61,7.51,224,92,1.2,0.06,400,0
6.7,18.61,7.5,224,1348,0.9,0.09,360,0
7,18.6,7.5,224,95,1.3,0.14,918,0
6.5,18.59,7.5,224,78,1.4,0.49,1933,0
6.6,18.57,7.49,224,268,0.8,0.66,963,0
7,18.57,7.49,224,82,0.8,0.06,913,0
6.3,18.57,7.49,224,61,1.1,0.17,1655,0
6,18.56,7.49,224,30298,1.5,0.12,1630,0
4.4,18.52,7.48,224,310,1,0.22,1913,0
4.5,18.5,7.48,224,97,2.1,0.06,289,0
5.1,18.48,7.48,224,51,1.1,0.16,246,0
7.5,18.46,7.48,224,1717,1.3,0.19,500,0
6.8,18.44,7.47,224,55,1.4,0.14,473,0
6.8,18.45,7.47,224,67,2.2,0.35,500,0
5.9,18.46,7.47,224,61,2.2,0.34,820,0
4.9,18.43,7.47,224,81,1.4,0.07,720,0
6.8,18.4,7.46,224,510,1.2,0.08,1290,0
7.1,18.4,7.46,224,12150,1.1,0.21,1465,0
6.9,18.38,7.46,224,50,1,0.08,425,0
6.5,18.37,7.46,224,34,2.1,0.13,385,0
4.9,18.34,7.45,223,72,1.4,0.56,275,0
4.2,18.34,7.45,223,99,0.9,0.52,195,0
6.9,18.3,7.45,223,125,0.8,0.65,340,0
6.6,18.3,7.45,223,116,2.1,0.63,100,0
4.5,18.3,7.44,223,107,1.3,2.08,1055,0
6.2,18.27,7.44,223,85,1.1,3.91,2788,0
6.6,18.27,7.44,223,58,1.2,0.54,2275,0
6.3,18.28,7.43,223,13197,1.1,0.6,2257,0
6,18.29,7.43,223,58,1.1,1.42,2785,0
6,18.29,7.43,223,3453,0.6,0.42,2807,0
5.8,18.26,7.43,223,14369,0.5,2.18,303,0
6.1,18.25,7.42,223,70,2.3,1.58,1400,0
6.4,18.26,7.42,223,60,1.9,0.6,918,0
7.1,18.23,7.42,223,97,1,0.59,1675,0
6.7,18.24,7.41,223,63,1,1.72,428,0
6.8,18.23,7.41,223,113,1.5,0.59,876,0
7.8,18.22,7.41,223,79,2,0.6,1083,0
7.7,18.19,7.41,223,1789,1.6,0.6,689,0
6.9,18.16,7.4,223,36,1.6,0.55,882,0
7.3,18.14,7.4,223,59,2.6,0.55,1225,0
6.8,18.13,7.4,223,114,3.1,2.14,83,0
7.2,18.14,7.39,223,1108,1.4,3.6,3025,0
8,18.11,7.39,223,88,2,1.1,868,0
8.2,18.09,7.39,223,1686,1.8,1.72,4275,0
7,18.08,7.38,223,45,1.6,2,4175,0
7.2,18.05,7.38,223,56,2.1,0.55,2175,0
6.8,18.03,7.38,223,49,3,0.64,5975,0
6.5,18.01,7.37,223,169,3,0.56,2750,0
6,17.98,7.36,223,69,2.1,0.89,1105,0
7,17.92,7.35,222,308,1.7,0.62,208,0
7,17.89,7.34,222,505,15.6,0.53,176,0
7.4,17.88,7.34,222,465,2.9,0.57,357,0
7.2,17.88,7.34,222,183,1.8,0.55,191,0
7.1,17.89,7.33,222,135,3.8,0.34,167,0
7.2,17.87,7.33,222,103,3.3,0.37,150,0
6.7,17.86,7.33,222,106,4.1,0.35,338,0
6.7,17.83,7.32,222,213,185.8,0.46,253,0
0.2,17.81,7.32,222,312,3.1,0.56,189,0
6.8,17.79,7.32,222,99,8.8,0.67,507,0
5.5,17.79,7.31,222,230,25,0.31,544,0
5.5,17.8,7.31,222,264,9.9,0.29,32,0
5.3,17.79,7.31,222,272,21.9,0.5,4950,0
5.1,17.77,7.31,222,312,13.5,0.11,75000,0
4.3,17.74,7.3,222,201,26,0.77,9000,0
4.8,17.73,7.29,222,505,16,1.01,70000,0
5.1,17.74,7.29,222,11170,26.9,0.29,25500,0
5.3,17.75,7.29,222,4990,27.8,0.2,52500,0
4.9,17.73,7.28,222,1516,20.5,1.28,75000,0
5.2,17.71,7.28,222,44600,21,0.39,27500,0
6.4,17.71,7.28,222,890,18,0.34,12000,0
6.6,17.68,7.27,222,160,19.5,0.59,70000,0
6.4,17.66,7.27,222,111,2.4,0.54,75000,0
4.8,17.67,7.27,222,139,1.2,0.35,62500,0
3.3,17.6,7.26,221,3101,41.5,0.58,249,0
6.2,17.59,7.25,221,510,1.4,0.28,7,0
6,17.59,7.25,221,88,1.5,0.37,153,0
5.9,17.57,7.25,221,338,1.2,0.72,36,0
6.4,17.57,7.24,221,162,1.5,0.52,77,0
5.9,17.57,7.24,221,182,2.1,0.3,132,0
7.3,17.57,7.24,221,2219,2.7,0.14,525,0
8.5,17.57,7.23,221,414,1.9,0.38,603,0
8.9,17.57,7.23,221,635,2.1,0.23,115,0
8,17.57,7.23,221,1051,1.2,0.45,85,0
7.5,17.57,7.23,221,636,2,0.4,148,0
8.5,17.55,7.22,221,993,1.9,0.88,75,0
8.4,17.55,7.22,221,632,3.2,0.31,460,0
8.7,17.53,7.22,221,973,8.2,0.46,205,0
6.5,17.52,7.22,221,1156,4.6,0.35,295,0
8.6,17.51,7.21,221,904,1.2,0.39,56,0
8.9,17.52,7.21,221,1110,1.2,0.17,33,0
9.8,17.5,7.21,221,1290,1.3,0.27,90,0
7.6,17.51,7.21,221,990,1.2,0.39,322,0
8.7,17.48,7.2,221,914,2.4,0.18,577,0
8.4,17.45,7.2,221,1808,2.5,0.56,608,0
8.7,17.45,7.2,221,1302,1.9,1.04,2925,0
8.2,17.43,7.2,221,1286,1.4,1.17,355,0
8,17.43,7.19,221,280,1.5,1.04,312.5,0
9.4,17.44,7.19,221,310,2.4,0.27,50,0
8.1,17.44,7.19,221,303,1.8,0.32,29,0
8.1,17.46,7.19,221,1630,2.6,0.23,137000,0
8.7,17.46,7.18,221,788,1.9,0.62,68650,0
8.7,17.43,7.18,221,468,1.9,0.28,38667,0
9.2,17.44,7.18,221,234,2,0.25,77,0
8.3,17.44,7.18,221,527,6.6,0.29,49061,0
5.9,17.42,7.17,220,796,12.3,0.3,259,0
4.3,17.44,7.17,220,388,3.3,0.22,31,0
8.2,17.44,7.17,220,166,3.6,0.76,9000,0
11.1,17.42,7.17,220,125,2.7,0.39,358000,0
7.4,17.42,7.17,220,144,2.1,0.16,1693,0
8.2,17.41,7.17,220,87,3.6,0.38,116,0
8.5,17.4,7.16,220,84,1,0.34,188,0
11.4,17.39,7.16,220,103,1.7,0.22,13,0
8.9,17.4,7.16,220,117,2.3,0.26,33,0
9.3,17.37,7.16,220,287,3.9,0.29,44,0
9.1,17.38,7.16,220,130,0.8,1.1,7,0
7.9,17.38,7.16,220,109,2.2,1.47,350,0
8.7,17.37,7.15,220,246,2.2,0.73,809,0
8.1,17.36,7.15,220,147,2.2,0.34,42,0
8.2,17.33,7.15,220,202,1.8,0.62,2400,0
7.7,17.31,7.15,220,177,2.5,0.72,22,0
7.6,17.3,7.15,220,110,6.8,0.35,144,0
5.5,17.3,7.15,220,213,1.3,0.75,2400,0
7.6,17.28,7.15,220,174,1.4,1.39,170,0
7.7,17.27,7.14,220,244,1.7,0.69,110,0
8.3,17.26,7.14,220,162,3.2,1.16,5400,0
6.9,17.27,7.14,220,163,2.1,1.46,781,0
7.7,17.29,7.14,220,143,1.5,0.73,316,0
8.8,17.3,7.14,220,208,2,0.94,223,0
7.3,17.28,7.14,220,158,1.7,1.11,296,0
7.5,17.27,7.14,220,338,1.6,0.36,1050,0
7.8,17.25,7.14,220,269,2.4,0.02,737,0
7,17.26,7.14,220,109,1.7,0.3,1036,0
7.5,17.26,7.14,220,131,2.6,0.37,624,0
6.4,17.26,7.14,220,116,1.4,0.28,1008,0
7.5,17.28,7.14,219,112,1.4,0.23,104,0
8,17.26,7.13,219,169,1.7,0.51,1259,0
